Active;Name;Categories;Price;Reference;Short description;Description;Meta description
1;Asics Gel-Nimbus 9 Women;Sneakers|Asics;158,00;SB-ASI-GEL-NIMBUS-9-W;Agrégat FR SneakerBot — 14 sources.;Prix min 120.00 €, max 210.00 €, moyenne 158.00 €. Mise à jour : 2026-03-29 15:00:00.;Asics Gel-Nimbus 9 Women — à partir de 120 € (marché FR).
1;Asics GT-2160;Sneakers|Asics;114,79;SB-ASI-GT-2160;Agrégat FR SneakerBot — 22 sources.;Prix min 90.00 €, max 150.00 €, moyenne 114.79 €. Mise à jour : 2026-03-29 15:00:00.;Asics GT-2160 — à partir de 90 € (marché FR).
1;Asics GT-2160 Premium;Sneakers|Asics;115,19;SB-ASI-GT-2160-PREMIU;Agrégat FR SneakerBot — 20 sources.;Prix min 80.00 €, max 140.00 €, moyenne 115.19 €. Mise à jour : 2026-03-29 15:00:00.;Asics GT-2160 Premium — à partir de 80 € (marché FR).
1;Asics GT-2160 Women;Sneakers|Asics;118,24;SB-ASI-GT-2160-WOMEN;Agrégat FR SneakerBot — 20 sources.;Prix min 91.00 €, max 150.00 €, moyenne 118.24 €. Mise à jour : 2026-03-29 15:00:00.;Asics GT-2160 Women — à partir de 91 € (marché FR).
1;Converse All Star Hi;Sneakers|Converse;76,95;SB-CON-ALL-STAR-HI;Agrégat FR SneakerBot — 18 sources.;Prix min 55.00 €, max 96.25 €, moyenne 76.95 €. Mise à jour : 2026-03-29 15:00:00.;Converse All Star Hi — à partir de 55 € (marché FR).
1;Converse All Star Lift Women;Sneakers|Converse;98,00;SB-CON-ALL-STAR-LIFT-;Agrégat FR SneakerBot — 17 sources.;Prix min 70.00 €, max 135.00 €, moyenne 98.00 €. Mise à jour : 2026-03-29 15:00:00.;Converse All Star Lift Women — à partir de 70 € (marché FR).
1;Converse All Star Low;Sneakers|Converse;80,46;SB-CON-ALL-STAR-LOW;Agrégat FR SneakerBot — 14 sources.;Prix min 55.00 €, max 96.25 €, moyenne 80.46 €. Mise à jour : 2026-03-29 15:00:00.;Converse All Star Low — à partir de 55 € (marché FR).
1;Converse Chuck 70 Hi;Sneakers|Converse;94,04;SB-CON-CHUCK-70-HI;Agrégat FR SneakerBot — 15 sources.;Prix min 70.00 €, max 120.00 €, moyenne 94.04 €. Mise à jour : 2026-03-29 15:00:00.;Converse Chuck 70 Hi — à partir de 70 € (marché FR).
1;Converse Chuck 70 Low;Sneakers|Converse;89,37;SB-CON-CHUCK-70-LOW;Agrégat FR SneakerBot — 8 sources.;Prix min 70.00 €, max 110.00 €, moyenne 89.37 €. Mise à jour : 2026-03-29 15:00:00.;Converse Chuck 70 Low — à partir de 70 € (marché FR).
1;Converse Chuck 70 Plus;Sneakers|Converse;89,28;SB-CON-CHUCK-70-PLUS;Agrégat FR SneakerBot — 7 sources.;Prix min 70.00 €, max 119.95 €, moyenne 89.28 €. Mise à jour : 2026-03-29 15:00:00.;Converse Chuck 70 Plus — à partir de 70 € (marché FR).
1;Converse Chuck 70 Women;Sneakers|Converse;84,91;SB-CON-CHUCK-70-WOMEN;Agrégat FR SneakerBot — 13 sources.;Prix min 70.00 €, max 100.00 €, moyenne 84.91 €. Mise à jour : 2026-03-29 15:00:00.;Converse Chuck 70 Women — à partir de 70 € (marché FR).
1;Converse One Star Pro;Sneakers|Converse;78,88;SB-CON-ONE-STAR-PRO;Agrégat FR SneakerBot — 15 sources.;Prix min 55.95 €, max 97.91 €, moyenne 78.88 €. Mise à jour : 2026-03-29 15:00:00.;Converse One Star Pro — à partir de 56 € (marché FR).
1;Converse One Star Women;Sneakers|Converse;106,00;SB-CON-ONE-STAR-WOMEN;Agrégat FR SneakerBot — 17 sources.;Prix min 75.00 €, max 145.00 €, moyenne 106.00 €. Mise à jour : 2026-03-29 15:00:00.;Converse One Star Women — à partir de 75 € (marché FR).
1;Converse Pro Leather Low;Sneakers|Converse;69,33;SB-CON-PRO-LEATHER-LO;Agrégat FR SneakerBot — 14 sources.;Prix min 55.00 €, max 94.99 €, moyenne 69.33 €. Mise à jour : 2026-03-29 15:00:00.;Converse Pro Leather Low — à partir de 55 € (marché FR).
1;Converse Run Star Hike Hi;Sneakers|Converse;92,20;SB-CON-RUN-STAR-HIKE-;Agrégat FR SneakerBot — 11 sources.;Prix min 60.00 €, max 105.00 €, moyenne 92.20 €. Mise à jour : 2026-03-29 15:00:00.;Converse Run Star Hike Hi — à partir de 60 € (marché FR).
1;Converse Run Star Hike Low;Sneakers|Converse;83,67;SB-CON-RUN-STAR-HIKE-;Agrégat FR SneakerBot — 18 sources.;Prix min 55.99 €, max 97.98 €, moyenne 83.67 €. Mise à jour : 2026-03-29 15:00:00.;Converse Run Star Hike Low — à partir de 56 € (marché FR).
1;Converse Run Star Hike Women;Sneakers|Converse;132,00;SB-CON-RUN-STAR-HIKE-;Agrégat FR SneakerBot — 20 sources.;Prix min 95.00 €, max 180.00 €, moyenne 132.00 €. Mise à jour : 2026-03-29 15:00:00.;Converse Run Star Hike Women — à partir de 95 € (marché FR).
1;New Balance 1906R Metallic;Sneakers|New Balance;142,12;SB-NEW-1906R-METALLIC;Agrégat FR SneakerBot — 15 sources.;Prix min 110.00 €, max 175.00 €, moyenne 142.12 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 1906R Metallic — à partir de 110 € (marché FR).
1;New Balance 1906R Protection Pack;Sneakers|New Balance;139,61;SB-NEW-1906R-PROTECTI;Agrégat FR SneakerBot — 15 sources.;Prix min 113.95 €, max 175.00 €, moyenne 139.61 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 1906R Protection Pack — à partir de 114 € (marché FR).
1;New Balance 2002R Gore-Tex;Sneakers|New Balance;137,04;SB-NEW-2002R-GORE-TEX;Agrégat FR SneakerBot — 19 sources.;Prix min 110.00 €, max 180.00 €, moyenne 137.04 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 2002R Gore-Tex — à partir de 110 € (marché FR).
1;New Balance 2002R Protection Pack;Sneakers|New Balance;139,20;SB-NEW-2002R-PROTECTI;Agrégat FR SneakerBot — 19 sources.;Prix min 110.00 €, max 175.00 €, moyenne 139.20 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 2002R Protection Pack — à partir de 110 € (marché FR).
1;New Balance 2002R Women;Sneakers|New Balance;139,55;SB-NEW-2002R-WOMEN;Agrégat FR SneakerBot — 16 sources.;Prix min 110.00 €, max 175.00 €, moyenne 139.55 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 2002R Women — à partir de 110 € (marché FR).
1;New Balance 327 Women;Sneakers|New Balance;118,00;SB-NEW-327-WOMEN;Agrégat FR SneakerBot — 20 sources.;Prix min 90.00 €, max 155.00 €, moyenne 118.00 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 327 Women — à partir de 90 € (marché FR).
1;New Balance 530 Silver;Sneakers|New Balance;104,93;SB-NEW-530-SILVER;Agrégat FR SneakerBot — 15 sources.;Prix min 80.00 €, max 130.00 €, moyenne 104.93 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 530 Silver — à partir de 80 € (marché FR).
1;New Balance 530 White;Sneakers|New Balance;107,80;SB-NEW-530-WHITE;Agrégat FR SneakerBot — 18 sources.;Prix min 80.00 €, max 130.00 €, moyenne 107.80 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 530 White — à partir de 80 € (marché FR).
1;New Balance 530 Women;Sneakers|New Balance;106,31;SB-NEW-530-WOMEN;Agrégat FR SneakerBot — 19 sources.;Prix min 80.00 €, max 130.00 €, moyenne 106.31 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 530 Women — à partir de 80 € (marché FR).
1;New Balance 550 White Green;Sneakers|New Balance;107,86;SB-NEW-550-WHITE-GREE;Agrégat FR SneakerBot — 16 sources.;Prix min 89.95 €, max 140.00 €, moyenne 107.86 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 550 White Green — à partir de 90 € (marché FR).
1;New Balance 550 White Navy;Sneakers|New Balance;115,98;SB-NEW-550-WHITE-NAVY;Agrégat FR SneakerBot — 11 sources.;Prix min 94.99 €, max 140.00 €, moyenne 115.98 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 550 White Navy — à partir de 95 € (marché FR).
1;New Balance 550 Women;Sneakers|New Balance;109,45;SB-NEW-550-WOMEN;Agrégat FR SneakerBot — 13 sources.;Prix min 89.95 €, max 140.00 €, moyenne 109.45 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 550 Women — à partir de 90 € (marché FR).
1;New Balance 574 Core;Sneakers|New Balance;96,41;SB-NEW-574-CORE;Agrégat FR SneakerBot — 14 sources.;Prix min 75.00 €, max 120.00 €, moyenne 96.41 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 574 Core — à partir de 75 € (marché FR).
1;New Balance 574 Legacy;Sneakers|New Balance;96,77;SB-NEW-574-LEGACY;Agrégat FR SneakerBot — 14 sources.;Prix min 75.00 €, max 120.00 €, moyenne 96.77 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 574 Legacy — à partir de 75 € (marché FR).
1;New Balance 574 Women;Sneakers|New Balance;97,27;SB-NEW-574-WOMEN;Agrégat FR SneakerBot — 17 sources.;Prix min 75.00 €, max 120.00 €, moyenne 97.27 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 574 Women — à partir de 75 € (marché FR).
1;New Balance 9060 Women;Sneakers|New Balance;165,00;SB-NEW-9060-WOMEN;Agrégat FR SneakerBot — 34 sources.;Prix min 130.00 €, max 220.00 €, moyenne 165.00 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 9060 Women — à partir de 130 € (marché FR).
1;New Balance 990v6 Made in USA;Sneakers|New Balance;185,40;SB-NEW-990V6-MADE-IN-;Agrégat FR SneakerBot — 10 sources.;Prix min 150.00 €, max 230.00 €, moyenne 185.40 €. Mise à jour : 2026-03-29 15:00:00.;New Balance 990v6 Made in USA — à partir de 150 € (marché FR).
1;Nike Air Force 1 High;Sneakers|Nike;119,66;SB-NIK-AIR-FORCE-1-HI;Agrégat FR SneakerBot — 24 sources.;Prix min 90.00 €, max 150.00 €, moyenne 119.66 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Force 1 High — à partir de 90 € (marché FR).
1;Nike Air Force 1 Low;Sneakers|Nike;115,07;SB-NIK-AIR-FORCE-1-LO;Agrégat FR SneakerBot — 28 sources.;Prix min 85.00 €, max 148.75 €, moyenne 115.07 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Force 1 Low — à partir de 85 € (marché FR).
1;Nike Air Force 1 Low Women;Sneakers|Nike;116,47;SB-NIK-AIR-FORCE-1-LO;Agrégat FR SneakerBot — 25 sources.;Prix min 90.00 €, max 150.00 €, moyenne 116.47 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Force 1 Low Women — à partir de 90 € (marché FR).
1;Nike Air Force 1 Mid;Sneakers|Nike;120,28;SB-NIK-AIR-FORCE-1-MI;Agrégat FR SneakerBot — 24 sources.;Prix min 90.00 €, max 150.00 €, moyenne 120.28 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Force 1 Mid — à partir de 90 € (marché FR).
1;Nike Air Jordan 1 High OG;Sneakers|Nike;185,00;SB-NIK-AIR-JORDAN-1-H;Agrégat FR SneakerBot — 24 sources.;Prix min 120.00 €, max 250.00 €, moyenne 185.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Jordan 1 High OG — à partir de 120 € (marché FR).
1;Nike Air Jordan 1 Low;Sneakers|Nike;144,74;SB-NIK-AIR-JORDAN-1-L;Agrégat FR SneakerBot — 20 sources.;Prix min 119.99 €, max 200.00 €, moyenne 144.74 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Jordan 1 Low — à partir de 120 € (marché FR).
1;Nike Air Jordan 1 Low Women;Sneakers|Nike;128,00;SB-NIK-AIR-JORDAN-1-L;Agrégat FR SneakerBot — 21 sources.;Prix min 95.00 €, max 175.00 €, moyenne 128.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Jordan 1 Low Women — à partir de 95 € (marché FR).
1;Nike Air Jordan 1 Mid;Sneakers|Nike;145,11;SB-NIK-AIR-JORDAN-1-M;Agrégat FR SneakerBot — 24 sources.;Prix min 111.95 €, max 195.91 €, moyenne 145.11 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Jordan 1 Mid — à partir de 112 € (marché FR).
1;Nike Air Jordan 1 Mid Women;Sneakers|Nike;145,32;SB-NIK-AIR-JORDAN-1-M;Agrégat FR SneakerBot — 18 sources.;Prix min 116.95 €, max 195.00 €, moyenne 145.32 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Jordan 1 Mid Women — à partir de 117 € (marché FR).
1;Nike Air Max 90 Essential;Sneakers|Nike;141,40;SB-NIK-AIR-MAX-90-ESS;Agrégat FR SneakerBot — 29 sources.;Prix min 100.00 €, max 175.00 €, moyenne 141.40 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 90 Essential — à partir de 100 € (marché FR).
1;Nike Air Max 90 Gore-Tex;Sneakers|Nike;143,90;SB-NIK-AIR-MAX-90-GOR;Agrégat FR SneakerBot — 34 sources.;Prix min 100.00 €, max 175.00 €, moyenne 143.90 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 90 Gore-Tex — à partir de 100 € (marché FR).
1;Nike Air Max 90 Premium;Sneakers|Nike;146,20;SB-NIK-AIR-MAX-90-PRE;Agrégat FR SneakerBot — 29 sources.;Prix min 100.00 €, max 175.00 €, moyenne 146.20 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 90 Premium — à partir de 100 € (marché FR).
1;Nike Air Max 90 Women;Sneakers|Nike;130,00;SB-NIK-AIR-MAX-90-WOM;Agrégat FR SneakerBot — 30 sources.;Prix min 100.00 €, max 175.00 €, moyenne 130.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 90 Women — à partir de 100 € (marché FR).
1;Nike Air Max 95 Essential;Sneakers|Nike;113,66;SB-NIK-AIR-MAX-95-ESS;Agrégat FR SneakerBot — 41 sources.;Prix min 64.95 €, max 113.66 €, moyenne 113.66 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 95 Essential — à partir de 65 € (marché FR).
1;Nike Air Max 95 Premium;Sneakers|Nike;113,75;SB-NIK-AIR-MAX-95-PRE;Agrégat FR SneakerBot — 50 sources.;Prix min 65.00 €, max 113.75 €, moyenne 113.75 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 95 Premium — à partir de 65 € (marché FR).
1;Nike Air Max 97 Essential;Sneakers|Nike;181,86;SB-NIK-AIR-MAX-97-ESS;Agrégat FR SneakerBot — 15 sources.;Prix min 150.00 €, max 230.00 €, moyenne 181.86 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 97 Essential — à partir de 150 € (marché FR).
1;Nike Air Max 97 Premium;Sneakers|Nike;185,62;SB-NIK-AIR-MAX-97-PRE;Agrégat FR SneakerBot — 15 sources.;Prix min 150.00 €, max 230.00 €, moyenne 185.62 €. Mise à jour : 2026-03-29 15:00:00.;Nike Air Max 97 Premium — à partir de 150 € (marché FR).
1;Nike Cortez Women;Sneakers|Nike;108,00;SB-NIK-CORTEZ-WOMEN;Agrégat FR SneakerBot — 34 sources.;Prix min 80.00 €, max 145.00 €, moyenne 108.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike Cortez Women — à partir de 80 € (marché FR).
1;Nike Dunk High Retro;Sneakers|Nike;138,32;SB-NIK-DUNK-HIGH-RETR;Agrégat FR SneakerBot — 18 sources.;Prix min 100.00 €, max 175.00 €, moyenne 138.32 €. Mise à jour : 2026-03-29 15:00:00.;Nike Dunk High Retro — à partir de 100 € (marché FR).
1;Nike Dunk Low Pro;Sneakers|Nike;127,58;SB-NIK-DUNK-LOW-PRO;Agrégat FR SneakerBot — 28 sources.;Prix min 90.00 €, max 157.50 €, moyenne 127.58 €. Mise à jour : 2026-03-29 15:00:00.;Nike Dunk Low Pro — à partir de 90 € (marché FR).
1;Nike Dunk Low Retro;Sneakers|Nike;123,16;SB-NIK-DUNK-LOW-RETRO;Agrégat FR SneakerBot — 29 sources.;Prix min 90.00 €, max 157.50 €, moyenne 123.16 €. Mise à jour : 2026-03-29 15:00:00.;Nike Dunk Low Retro — à partir de 90 € (marché FR).
1;Nike Dunk Low Women;Sneakers|Nike;126,00;SB-NIK-DUNK-LOW-WOMEN;Agrégat FR SneakerBot — 23 sources.;Prix min 95.00 €, max 170.00 €, moyenne 126.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike Dunk Low Women — à partir de 95 € (marché FR).
1;Nike P-6000 Women;Sneakers|Nike;112,00;SB-NIK-P-6000-WOMEN;Agrégat FR SneakerBot — 32 sources.;Prix min 85.00 €, max 150.00 €, moyenne 112.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike P-6000 Women — à partir de 85 € (marché FR).
1;Nike V2K Run Women;Sneakers|Nike;122,00;SB-NIK-V2K-RUN-WOMEN;Agrégat FR SneakerBot — 25 sources.;Prix min 95.00 €, max 165.00 €, moyenne 122.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike V2K Run Women — à partir de 95 € (marché FR).
1;Nike Zoom Vomero 5 Women;Sneakers|Nike;158,00;SB-NIK-ZOOM-VOMERO-5-;Agrégat FR SneakerBot — 39 sources.;Prix min 120.00 €, max 210.00 €, moyenne 158.00 €. Mise à jour : 2026-03-29 15:00:00.;Nike Zoom Vomero 5 Women — à partir de 120 € (marché FR).
1;On Running Cloud 5 Push;Sneakers|On Running;151,39;SB-ONR-CLOUD-5-PUSH;Agrégat FR SneakerBot — 14 sources.;Prix min 120.00 €, max 195.00 €, moyenne 151.39 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloud 5 Push — à partir de 120 € (marché FR).
1;On Running Cloud 5 Waterproof;Sneakers|On Running;156,78;SB-ONR-CLOUD-5-WATERP;Agrégat FR SneakerBot — 16 sources.;Prix min 120.00 €, max 198.00 €, moyenne 156.78 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloud 5 Waterproof — à partir de 120 € (marché FR).
1;On Running Cloud 5 Women;Sneakers|On Running;155,00;SB-ONR-CLOUD-5-WOMEN;Agrégat FR SneakerBot — 15 sources.;Prix min 130.00 €, max 190.00 €, moyenne 155.00 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloud 5 Women — à partir de 130 € (marché FR).
1;On Running Cloud X 4;Sneakers|On Running;151,82;SB-ONR-CLOUD-X-4;Agrégat FR SneakerBot — 14 sources.;Prix min 120.00 €, max 198.00 €, moyenne 151.82 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloud X 4 — à partir de 120 € (marché FR).
1;On Running Cloudgo 2;Sneakers|On Running;154,12;SB-ONR-CLOUDGO-2;Agrégat FR SneakerBot — 12 sources.;Prix min 121.50 €, max 195.00 €, moyenne 154.12 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloudgo 2 — à partir de 122 € (marché FR).
1;On Running Cloudmonster Hyper;Sneakers|On Running;153,18;SB-ONR-CLOUDMONSTER-H;Agrégat FR SneakerBot — 14 sources.;Prix min 121.50 €, max 200.00 €, moyenne 153.18 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloudmonster Hyper — à partir de 122 € (marché FR).
1;On Running Cloudmonster Women;Sneakers|On Running;150,97;SB-ONR-CLOUDMONSTER-W;Agrégat FR SneakerBot — 15 sources.;Prix min 121.50 €, max 200.00 €, moyenne 150.97 €. Mise à jour : 2026-03-29 15:00:00.;On Running Cloudmonster Women — à partir de 122 € (marché FR).
